renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,location,renovation_cost,pre_renovation_cost,post_renovation_description,sqft_renovated_num,sqft_to_add_num,post_renovation_value,reno_bathroom,reno_bedroom,reno_kitchen,reno_living_room,reno_other_custom,reno_full_renovation
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 250}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 139}}","{""other"": {""Kitchen"": 1}}",[0],0.041875284478834776,0.05421875,-0.4657086990293846,0.4387779620348343,two reception rooms flow from the central hallway separated by a partial wall that creates a clear division without obstructing natural visual flow a straight run of flooring leads to the rear of the property with a similar linear arrangement guiding the eye through the spaces the kitchen has been wellpresented with a straightforward lshape configuration a central island with builtin preparation area creates additional surface space and doors at both ends provide clear access to adjacent areas builtin units are a combination of wood and a contrasting finish while some appliances have been neatly integrated into the overall design throughout the property proportions are generally balanced and theres a clear emphasis on everyday functionality the overall arrangement is straightforward reflecting its intended purpose as a practical home,-0.24752475247524752,-0.0896551724137931,364011.96894999995,0,0,1,0,0,0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 100}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 215}}","{""other"": {""Other/Custom"": 1}}",[1],-0.866636322257624,0.02796875,-0.5792240519134169,-0.5436405393781804,from the front door the hallways grey laminate flooring leads you directly to a compact lshaped kitchen with matching fitted units coordinating worktops and a laminate back panel a particular highlight of the home is the wellpresented living room which features a new gas fire and an enlarged window above the sofa area allowing more natural light to enter the space walls painted a soothing pale blue complemented by creamcoloured skirting and a smooth offwhite ceiling create an inviting atmosphere the propertys overall presentation is coherent and functional with a clear separation between living and sleeping areas a neutral colour scheme is maintained throughout the home enhanced by the consistent use of doors architraves and skirting to create a cohesive visual flow,-0.24752475247524752,-0.0896551724137931,214636.17489999998,0,0,0,0,1,0
"[""Full renovation""]",5,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 687}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 67}}","{""other"": {""Full renovation"": 3}}",[0],-0.6244879380974055,0.05171875,2.332868098803738,-0.7609295125099514,a deliberate configuration of room spaces creates a sense of flow through the interior bridging the walkway that separates the living and sleeping areas the kitchen is a newly refurbished space that now benefits from wellproportioned cabinetry a generous work surface and a modern sink beneath a separate window ample counter space is available complemented by a combination of wallmounted and floorstanding appliances that have been carefully integrated to maximise functionality the wallmounted refrigerator provides ample storage for fresh groceries and the adjacent storage units keep essential kitchen items within easy reach a builtin extractor fan and oven complement the comprehensive cooking arrangement throughout the property an overall sense of coherence is maintained through wellchosen furniture arrangements alongside smart accessories that subtly enhance the visual appeal a tidy and ordered environment coupled with carefully arranged rugs creates an inviting atmosphere that allows occupants to effortlessly find their way around the home in this welcoming space warmth and functionality combine seamlessly,-0.24752475247524752,-0.0896551724137931,210628.07222499998,0,0,0,0,0,1
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 221}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 24}}","{""other"": {""Other/Custom"": 3}}",[1],-0.9631315430131998,0.0525,-0.6759425563046606,-0.9577281730558826,the oak floorboards in the living room flow seamlessly into the kitchen creating a sense of cohesion throughout the openplan space the kitchen features a substantial lshaped work surface complemented by ample storage solutions in the form of wallmounted cupboards and a builtin pantry the matching doors in a highgloss finish conceal the appliances and provide a streamlined aesthetic adjacent to the kitchen a dining area offers ample space for a table and chairs with a large window above allowing natural light to pour in and illuminate the space moving into the sleeping quarters each of the two rooms features a large window providing additional light and creating a sense of connection to the outdoors the builtin wardrobes with sliding doors offer ample storage for clothes and personal items while the adjacent bathroom boasts a modern white suite and a wallmounted sink providing a clean and efficient design overall the property presents itself as a wellpresented and functional home with each space carefully considering the needs of its occupants,-0.24752475247524752,-0.0896551724137931,155670.79044999997,0,0,0,0,1,0
"[""Full renovation""]",2,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 530}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 99}}","{""other"": {""Full renovation"": 1}}",[1],-0.9631315430131998,0.0415625,0.9369917042927314,-0.8612750114647395,the openplan kitchen and dining area is a clear focal point within the home with a distinct separation between cooking and eating spaces achieved through the careful positioning of cabinetry and a central island a refurbished bathroom on the first floor features a white suite wallmounted sink and a shower over a rectangular bath the space is efficiently laid out with a tall storage unit housing towels and personal items above a wallmounted shelf the single washbasin is mounted on the wall to maximise floor space the rooms overall feel is one of straightforward functionality the ground floor is connected by a spacious corridor which leads to two sleeping spaces with separate doors the bedroom door to the rear of the property is positioned to take advantage of the windows view the adjacent door accesses a second sleeping area,-0.24752475247524752,-0.0896551724137931,191445.7922,0,0,0,0,0,1
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",1,2,"{""bedrooms"": [208], ""bathrooms"": [111, 49], ""other"": {""Other/Custom"": 154}}","{""bedrooms"": [11], ""bathrooms"": [60, 8], ""other"": {""Other/Custom"": 93}}","{""bedrooms"": [3], ""bathrooms"": [2, 3], ""other"": {""Other/Custom"": 3}}","[1, 1, 1, 1]",1.7624032771961766,0.0709375,1.3435987807944942,2.1352907315435146,the propertys arrangement immediately conveys its functional design upon inspection the central hallway divides the space into three distinct areas the living room to the left the dining room to the right and a corridor leading to sleeping and bathing spaces doors frame each room while the central hallways positioning creates a clear path for movement the main bedroom has a builtin wardrobe which divides the space into a closet area and a sleeping area the window is above a small builtin shelf the second bathroom features a sink and a wc along with a shower the shower has a tiled surround and a glazed door the overall presentation is wellmaintained with consistent use of wall colours and floor coverings door handles light switches and other fixtures are installed in logical and visible locations each room has its intended function and uses space to achieve this purpose,1.5742574257425743,0.45517241379310347,657736.6053786116,1,1,0,0,1,0
"[""Bathroom"", ""Other/Custom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [72, 38], ""other"": {""Other/Custom"": 246}}","{""bedrooms"": [], ""bathrooms"": [11, 17], ""other"": {""Other/Custom"": 63}}","{""bathrooms"": [2, 3], ""other"": {""Other/Custom"": 2}}","[1, 0, 0]",1.3290851160673647,0.0684375,0.7805014182748908,1.8631992836574496,as you move through the home the layout guides you effortlessly from the reception room to the adjacent kitchen area the kitchen is effectively utilised with a central working area and adjacent units for storage a combination of wallmounted and base units provides ample space for cookware and essential items a builtin hob sink and extractor fan allow for efficient food preparation the flooring is composed of ceramic tiles that lead seamlessly into the adjacent reception room where a large window allows sunlight to filter in during the day in the bathroom careful consideration has been given to the balance of functionality and usability a large shower cubicle features a sliding glass door while the pedestal basin and lowlevel toilet provide ample space for personal hygiene the walls are adorned with neutraltoned tiles complementing the softtouch pastelcoloured finish on the walls the overall presentation is coherent and wellbalanced with each space presenting a clear and uncluttered view,0.297029702970297,0.10344827586206896,594119.4050330645,1,0,0,0,1,0
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 433, ""Kitchen"": 273, ""Other/Custom"": 187}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 210, ""Kitchen"": 61, ""Other/Custom"": 49}}","{""other"": {""Living room"": 1, ""Kitchen"": 3, ""Other/Custom"": 1}}","[0, 1, 1]",0.5771506599908967,0.04984375,0.524393423618817,-0.14444688304568654,accurate displays and personal items are carefully arranged to create a sense of calm order throughout the interior the living room features a generous window and comfortable seating area complemented by a wellplaced side table and a tv mounted discreetly on the wall wooden flooring underfoot leads to a convenient utility cupboard with adequate storage for household essentials a tasteful arrangement of plants adds a touch of greenery to the space moving into the kitchen youll find a modern worktop with a single sink and a builtin oven its door perfectly aligned with the surrounding cabinetry white walls reflect light from above creating a sense of brightness in the space the kitchens layout takes advantage of its proportions with ample room for daily food preparation a nearby radiator maintains a comfortable temperature throughout the year,-0.24752475247524752,-0.0896551724137931,300054.50385,0,0,1,1,1,0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 272}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 128}}","{""other"": {""Kitchen"": 2}}",[1],0.6026399635867091,0.04984375,-0.5950222287056494,0.31786969566644474,the living areas are arranged across two floors with the main space located on the ground floor the ground floor benefits from a wellpresented kitchen with a range cooker and an integrated dishwasher the kitchen is provided with a builtin oven and a microwave a solid wood work surface and a ceramic tile backsplash complement the space the firstfloor landing leads to a staircase with a storage cupboard under the stairs the space on this level remains in its original condition but is wellpresented and ready for occupation,-0.24752475247524752,-0.0896551724137931,344578.79720000003,0,0,1,0,0,0
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 289, ""Kitchen"": 142, ""Other/Custom"": 139}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 96, ""Kitchen"": 53, ""Other/Custom"": 60}}","{""other"": {""Living room"": 2, ""Kitchen"": 2, ""Other/Custom"": 1}}","[1, 0, 1]",0.02548930359581247,0.05015625,0.33302710980651423,-0.4798159836513972,a pathway through the house leads from the entrance hall where a central arched door opens onto a spacious landing the stairs situated immediately to the right of the landing are flanked by a cupboard and a builtin shelf to the left of the entrance a secondary doorway connects to a narrow corridor which offers access to the remaining accommodation the living room located at the front of the property is positioned on a slight incline and benefits from a large window its sloping ceiling is partially concealed by a series of builtin shelves and cupboards which extend along the majority of the rooms length a secondary window situated near the living rooms rear wall permits a view into the adjacent garden area a key feature of the house is its internal coherence where each space is clearly defined and separated from the next a kitchen area is located at the rear of the property featuring a builtin cooker and a range of overhead cupboards the kitchens door swings open onto a short corridor providing a discrete route to the remaining accommodation,-0.24752475247524752,-0.0896551724137931,248113.80535,0,0,1,1,1,0
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 120, ""Other/Custom"": 294}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 167, ""Other/Custom"": 8}}","{""other"": {""Kitchen"": 1, ""Other/Custom"": 3}}","[0, 1]",-0.6390532544378699,0.0709375,-0.10972676086203142,-0.25549285432447655,as you enter the property the openplan living area unfolds to your right seamlessly connecting the kitchen dining space and reception room through a streamlined circulation route the glazed door at the far end of this space leads to a rear hallway providing a sense of separation between the main living area and the sleeping quarters the kitchen with its pitched ceiling and recessed shelving benefits from ample storage and display space fitted with a range of wooden units the countertops and upstands complement the worktop material with a matching tone flooring in a matching hardwood finish adds warmth to the space while the central island provides a versatile surface area for food preparation and socialising the rear hallway lined with a row of builtin cupboards serves as a useful transition space and separates the main living area from the bedrooms its simple straightforward design ensures easy navigation while the neutral colour palette allows the space to blend subtly with the rest of the property overall the property presents well with each space working harmoniously to create a clear and coherent living environment,-0.24752475247524752,-0.0896551724137931,271908.5534,0,0,1,0,1,0
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 398, ""Kitchen"": 171}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 250, ""Kitchen"": 51}}","{""other"": {""Living room"": 1, ""Kitchen"": 3}}","[1, 1]",0.757396449704142,0.05015625,0.4393330277293298,-0.05358525547164871,the openplan living area flows seamlessly into the dining space creating a sense of continuity between spaces the living room benefits from a compact lshaped layout which maximises available space the walls are painted a neutral colour and the doubleglazed windows provide a consistent level of natural light throughout the day the room is furnished with a builtin storage unit and a gas fireplace which serves as a focal point the kitchen positioned adjacent to the living space features a wellorganised layout the space is divided into zones for food preparation and cooking with a compact range cooker and a builtin dishwasher white units provide a cohesive aesthetic and a central island creates additional counter space a glazed door leads out to the garden separating the kitchen from the adjacent external area,-0.24752475247524752,-0.0896551724137931,311880.2456,0,0,1,1,0,0
"[""Bedroom"", ""Bathroom""]",1,2,"{""bedrooms"": [200], ""bathrooms"": [40, 48], ""other"": {}}","{""bedrooms"": [131], ""bathrooms"": [13, 13], ""other"": {}}","{""bedrooms"": [1], ""bathrooms"": [1, 2]}","[0, 1, 1]",1.017751479289941,0.0684375,1.066033965328415,1.5584348549623115,entering through the front door youll find yourself in a spacious hallway with laminate flooring and a compact storage cupboard for coats and shoes the walls are painted a neutral shade and the wooden handrail on the stairs is a subtle design feature a small landing area provides a convenient spot to drop off keys and mail before proceeding to the living areas moving into the main living space youll notice the neutral colour palette and matching laminate flooring continues creating a sense of flow and cohesion throughout the ground floor the kitchen with its compact layout features a ceramic sink under a compact window above it a builtin oven and a freestanding fridgefreezer complete the modest cooking facilities moving up the stairs youll find a wellpresented bathroom with a white suite and a singlepanelled shower over a lowlevel bath the walls are painted a crisp white and the vinyl flooring provides a practical and easytomaintain surface the adjacent improved bedroom has a builtin wardrobe and a doubleglazed window with a pale cream surround allowing for some natural light,1.1782178217821782,0.993103448275862,589907.5104522889,1,1,0,0,0,0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 197}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 165}}","{""other"": {""Living room"": 3}}",[1],-0.31679563040509784,0.05421875,-0.6354693412124596,0.09918574886283749,a clear sense of organisation pervades this wellpresented home where every room is tailored to provide a sense of calm and relaxation the living room features a unique combination of original georgian windows and modern sliding glass panels allowing an abundance of natural light to filter in wooden flooring has been carefully laid to create a sense of continuity and the largescale fireplace makes a subtle yet striking statement walls are painted in a soothing shade of cream providing a clean backdrop for the rooms eclectic furniture collection an added benefit of the rooms design is its versatility with a cleverly concealed area that can be used as a home office or display space as you move through the home youll notice a clear emphasis on functionality and simplicity each room is thoughtfully proportioned to meet the needs of its occupants resulting in a seamless flow that makes the most of the available space walls are adorned with an assortment of framed prints and artwork adding a touch of personality to the home without overwhelming the senses with a clear focus on everyday living this property has been skillfully arranged to make the most of its charming character,-0.24752475247524752,-0.0896551724137931,303983.9516,0,0,0,1,0,0
"[""Bedroom"", ""Living room""]",4,0,"{""bedrooms"": [101, 219, 152, 141], ""bathrooms"": [], ""other"": {""Living room"": 421}}","{""bedrooms"": [2, 227, 63, 119], ""bathrooms"": [], ""other"": {""Living room"": 242}}","{""bedrooms"": [1, 3, 3, 1], ""other"": {""Living room"": 2}}","[1, 1, 1, 1, 1]",2.215748748293127,0.0684375,2.2486689230259134,3.063454825142349,a clear sense of separation between living spaces is immediately apparent with a distinct zone for relaxation and another for rest in the living room crisp lines and an ordered layout create a sense of calmness a wellproportioned sofa and a coffee table positioned for conversation are central to the rooms functionality the arrangement of furniture enables a range of social interactions from informal gatherings to more intimate settings a slim console table against one wall adds a touch of separation without disrupting the rooms cohesive atmosphere moving through the home a practical consideration has been given to the location of sleeping spaces with four areas designated for rest each featuring a door for solitude these spaces are not identical in size or configuration reflecting the varied dimensions of the home itself their positioning relative to each other and the living areas ensures a sense of balance and convenience,2.787128712871287,2.7448275862068967,844697.7017500001,0,1,0,1,0,0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 119}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 279}}","{""other"": {""Other/Custom"": 3}}",[0],-0.3623122439690487,0.05546875,-0.5761561720988063,-0.404879650785189,the deliberate circulation of family and friends through the home is facilitated by a flowing layout that allows easy transition from one area to the next the living room is positioned at the heart of the house with its doubleglazed window providing a clear view into the adjacent dining area a wellplaced console table and matching sideboard define a natural break between the two spaces which is further accentuated by the use of a plush area rug a second console table adjacent to the kitchen door provides a useful spot to place keys coats and bags the kitchen has been updated with modern units and worktops providing ample space for food preparation and cooking the compact work surface is complemented by a range of integrated appliances including a combination oven and microwave and a slimline dishwasher a builtin pantry and additional storage above the units ensure that every item has its designated place adding to the kitchens sense of order and functionality the overall coherence and presentation of the home is characterised by a restraint in the use of colour and pattern allowing each room to breathe and feel uncluttered the careful arrangement of furniture and the deliberate use of texture through the incorporation of rugs and window treatments have created a sense of calm and serenity making this a welcoming and inviting space to live in,-0.24752475247524752,-0.0896551724137931,234891.88789999997,0,0,0,0,1,0
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 297, ""Kitchen"": 297, ""Other/Custom"": 103}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 373, ""Kitchen"": 114, ""Other/Custom"": 99}}","{""other"": {""Living room"": 3, ""Kitchen"": 3, ""Other/Custom"": 3}}","[1, 1, 1]",1.9863450159308147,0.0709375,0.840356794257233,2.604382855092672,the openplan living area flows seamlessly into the dining space creating a spacious and functional area for socialising and everyday living the living room is wellproportioned and features a large window to the front which provides a pleasant view of the surrounding streets the room is furnished with a threeseater sofa and armchair placed thoughtfully to create a comfortable seating arrangement the walls are painted a neutral colour allowing the eye to focus on the rooms proportions and layout beyond the living room the kitchen is a hub of everyday activity featuring a wide work surface large storage units and an integral oven the kitchens internal organisation is thoughtful with key appliances and storage spaces positioned for ease of use the overall presentation of the kitchen is wellconsidered with a clear separation between work and storage areas creating a sense of calm and order,-0.24752475247524752,-0.0896551724137931,703414.47465,0,0,1,1,1,0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 255}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 150}}","{""other"": {""Kitchen"": 1}}",[1],-0.9795175238962222,0.0525,-0.4765523407844514,-0.997014184560196,accommodating the daily routine the layout of this home is designed to facilitate a straightforward flow between rooms with corridors connecting to each living space the kitchen has been updated to provide a modern efficient space the units are constructed from oak and feature softclose doors while a central island provides ample counter space for food preparation a builtin oven and microwave offer convenient cooking options and a combination of wall and floor tiles creates a durable lowmaintenance surface the overall coherence and presentation of the property are well maintained a consistent aesthetic is achieved through the selection of coordinating materials and finishes creating a sense of harmony throughout the home,-0.24752475247524752,-0.0896551724137931,157552.40245000002,0,0,1,0,0,0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 246}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 229}}","{""other"": {""Kitchen"": 1}}",[1],-0.7373691397360036,0.05265625,-0.4666173333309655,-0.20109746512856788,the main living space is separated into three distinct areas a living room a dining room and a small study a modern fitted kitchen features a large work surface a builtin oven a gas hob and a stainless steel sink the space is neatly organised with ample cupboard storage and a wallmounted shelf for additional display space the home presents a cohesive and tidy appearance with a focus on functionality and usability the rooms are wellproportioned and each space is given consideration in terms of layout and organisational requirements,-0.24752475247524752,-0.0896551724137931,272075.9737,0,0,1,0,0,0
"[""Full renovation""]",4,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1005}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 298}}","{""other"": {""Full renovation"": 1}}",[1],0.22394173873463813,0.05546875,2.922352201441251,-0.14591736686934614,floorboards stretch from wall to wall creating a cohesive pathway through the openplan living area kitchen and dining space the proportion of the room is balanced by a raised area where a generous breakfast bar and stools form a distinct zone in the fully renovated kitchen a palette of cream and grey cabinets provides a sense of continuity with the surrounding walls a central island anchors the space its lower level incorporating additional storage and countertop above recessed panelling creates a streamlined visual effect drawing attention to the solidsurface worktop integrated appliances sit alongside sleek handles contributing to an understated highend aesthetic the upper level of the dwelling houses a series of generously proportioned bedrooms their layout reflecting a refined balance of functionality and comfort sleek minimalist bedroom doors blend seamlessly into the surroundings allowing the focus to remain on the wellpresented neutral interiors,-0.24752475247524752,-0.0896551724137931,309695.565725,0,0,0,0,0,1
"[""Bedroom""]",1,0,"{""bedrooms"": [124], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [2], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [1]}",[0],-0.37687756030951297,0.0534375,-0.5665545508308822,-0.420657780717355,a wellconsidered layout unfolds throughout this threebedroom home with the living area flowing seamlessly into the adjacent kitchen creating a fluid space that encourages a natural flow of daily activity the kitchen with its solid wooden worktops remains a functional hub boasting ample storage and a stainless steel sink set into a graniteeffect countertop a series of coordinating cabinets provides ample shelving complemented by a tall larder unit for additional storage a recently refurbished bathroom completes the lower ground level featuring a corner shower and a large lowlevel wc throughout the property subtle lighting and precise window positioning balance natural illumination with evening calm while generously proportioned doorways and hallways contribute to a sense of open space and airy tranquility ultimately inviting easy occupation and everyday living,0.36633663366336633,-0.07586206896551724,232456.97281743074,0,1,0,0,0,0
"[""Bedroom""]",2,0,"{""bedrooms"": [90, 127], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [229, 56], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [2, 1]}","[1, 0]",1.1233500227583069,0.0684375,0.33823606244812254,1.678712051420231,a short flight of stairs from the front door leading up to the main living space gives way to a compact entrance hall the improved second bedroom to the right of the entrance hall features a window a builtin wardrobe and a newly painted ceiling the walls are finished with a neutralcoloured emulsion and the wooden floorboards have been recently treated moving through the groundfloor living areas the overall layout presents a clear division between the main living space and the separate kitchen area with a dedicated door between the two,0.8267326732673267,1.8758620689655172,593668.2694999999,0,1,0,0,0,0
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 405, ""Other/Custom"": 206}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 64, ""Other/Custom"": 1}}","{""other"": {""Living room"": 1, ""Other/Custom"": 3}}","[1, 0]",-0.538916704597178,0.0459375,-0.24688973446029883,-0.3104236526893835,as you make your way through the groundfloor hallway youll notice the openplan layout of the living room dining area and kitchen a doubleglazed window at the front of the property allows for natural light to enter and illuminate the space a bespoke kitchen island made from a combination of dark granite and oak wood occupies the centre of the room providing ample surface space for food preparation and socialising alongside this a builtin belling gas hob and stainless steel oven have been integrated into a wallmounted kitchen unit offering a cohesive and efficient cooking area throughout the property wellmaintained flooring made from honeybrown laminate continues to flow from room to room creating a sense of coherence and continuity,-0.24752475247524752,-0.0896551724137931,254229.98359999995,0,0,0,1,1,0
"[""Bathroom"", ""Other/Custom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [98, 97], ""other"": {""Other/Custom"": 260}}","{""bedrooms"": [], ""bathrooms"": [4, 50], ""other"": {""Other/Custom"": 132}}","{""bathrooms"": [1, 2], ""other"": {""Other/Custom"": 1}}","[1, 1, 1]",-0.6554392353208921,0.05265625,0.16093953778020892,-0.3594343242088747,slate floors and crisp white walls guide the viewers eye through the house imposing a sense of calm and clarity a central staircase divides the ground floor into two distinct sections one housing the living areas the other containing a compact kitchen and service rooms light from the front and rear elevations pours into the space spilling across an uninterrupted view of the houses rear facade the walls separating the kitchen and service areas are clad in gleaming flatpack veneer providing a touch of modest sophistication the principal bathroom positioned off the landing features a walkin shower recessed into a recessed alcove this occupies one of the houses two existing bathrooms the other remaining largely unchanged a walltowall storage unit in a complementary finish stretches along one length of the shower recess creating a practical and cleanlined space that aligns with the rest of the propertys interior,0.7178217821782178,0.2827586206896552,272019.4208919463,1,0,0,0,1,0
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",1,3,"{""bedrooms"": [146], ""bathrooms"": [69, 55, 77], ""other"": {""Other/Custom"": 145}}","{""bedrooms"": [41], ""bathrooms"": [89, 9, 80], ""other"": {""Other/Custom"": 35}}","{""bedrooms"": [2], ""bathrooms"": [1, 3, 3], ""other"": {""Other/Custom"": 2}}","[0, 1, 1, 0, 0]",-0.11834319526627218,0.0525,1.1593183276783927,-0.560573145330999,the central hallway leads through the home forming a straightforward route to the main living spaces a door to the left of the hallway accesses the living room a wellproportioned room with a builtin shelving unit and a feature fireplace the room is currently painted in a single colour and has a simple lowpile carpet underfoot a large window above the fire is fitted with secondary glazing a separate staircase leads down to the kitchen which is situated beneath the living room and has a door leading out to the rear of the property the kitchen is primarily composed of fitted units in a consistent style and colour including an integrated oven and a range of worktops a single basinstyle sink and a set of drawers complete the kitchens functional layout,1.4702970297029703,1.4206896551724137,260003.286425,1,1,0,0,1,0
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [185], ""bathrooms"": [], ""other"": {""Living room"": 185}}","{""bedrooms"": [27], ""bathrooms"": [], ""other"": {""Living room"": 32}}","{""bedrooms"": [2], ""other"": {""Living room"": 2}}","[1, 1]",-1.2744651797906237,0.02796875,-0.2894321576665546,-1.0949680194865656,the rooms are arranged around a central hallway which creates a sense of flow and order the living room is a wellproportioned space with a simple yet effective layout a comfortable seating area is positioned in front of a fireplace while the remainder of the room is free for furniture and everyday activities the walls are painted a soothing colour and the overall aesthetic is understated yet effective the one bedroom has been improved with a large builtin wardrobe and a spacious area for a bed the room is wellinsulated and the condition of the floor and walls suggests a solid foundation for any interior design choices the rooms proportions and internal organisation make it a pleasant and functional space to relax in,0.6683168316831684,0.09655172413793103,150108.6481274368,0,1,0,1,0,0
"[""Bedroom"", ""Kitchen""]",3,0,"{""bedrooms"": [162, 172, 169], ""bathrooms"": [], ""other"": {""Kitchen"": 145}}","{""bedrooms"": [200, 31, 35], ""bathrooms"": [], ""other"": {""Kitchen"": 30}}","{""bedrooms"": [3, 3, 3], ""other"": {""Kitchen"": 3}}","[1, 1, 0, 0]",0.7592171142467,0.0534375,1.3419026083627974,0.15829150206714518,the living room flows directly into the dining area creating an openplan layout that simplifies navigation through the space a modestsized kitchen has been improved with modern cupboards a dark countertop and an integrated refrigerator there is sufficient space for a dining table and additional kitchen units are situated against one wall a builtin pantry has been installed providing additional storage for food and household items from the kitchen a staircase leads up to the first floor where three sleeping areas are accessed from a central landing while some of these rooms have been improved with modern fitted wardrobes the overall presentation is consistent throughout the dwelling maintaining an overall sense of coherence and readiness for occupation,2.242574257425743,1.7448275862068965,392441.18205,0,1,1,0,0,0
"[""Bedroom"", ""Other/Custom""]",2,0,"{""bedrooms"": [193, 81], ""bathrooms"": [], ""other"": {""Other/Custom"": 211}}","{""bedrooms"": [123, 57], ""bathrooms"": [], ""other"": {""Other/Custom"": 206}}","{""bedrooms"": [3, 2], ""other"": {""Other/Custom"": 1}}","[1, 1, 1]",0.31133363677742376,0.0709375,0.3537664399307437,0.6229150686836847,a logical layout and clear internal organisation make navigating the property easy the living room is to the left with a small sitting area and a threepiece suite a doorway to the right leads into the kitchen which has a fitted oven a stainless steel sink and laminate flooring the kitchen is adjacent to a small dining area positioned to take advantage of a large window one improved bedroom is located on the first floor with a double bed positioned beneath a sloping ceiling the room is carpeted with a window to the front and a builtin wardrobe another area upstairs is used as a storage space and a second bedroom both with stairs up from the living room the property is wellpresented with the majority of the rooms being used for their intended purpose a hallway connects all areas of the property creating a clear sense of flow through the interior,1.108910891089109,1.1517241379310346,432777.06195,0,1,0,0,1,0
