renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,Location,renovation_cost
"[""Bedroom"", ""Kitchen""]",6,0,"{""bedrooms"": [317, 307, 247, 246, 291, 305], ""bathrooms"": [], ""other"": {""Kitchen"": 387}}","{""bedrooms"": [0, 0, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""High-end"", ""High-end"", ""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3541,Trafford,284742.83
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",7,6,"{""bedrooms"": [266, 253, 280, 321, 274, 303, 278], ""bathrooms"": [137, 132, 121, 135, 147, 137], ""other"": {""Other/Custom"": 420}}","{""bedrooms"": [0, 322, 0, 0, 0, 0, 0], ""bathrooms"": [0, 0, 151, 0, 0, 0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""High-end"", ""Mid-range"", ""High-end"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [""High-end"", ""High-end"", ""Budget-friendly"", ""High-end"", ""Budget-friendly"", ""Mid-range""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No""]",4115,Tameside,575297.49
"[""Bedroom"", ""Other/Custom""]",4,0,"{""bedrooms"": [312, 286, 288, 285], ""bathrooms"": [], ""other"": {""Other/Custom"": 375}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end"", ""High-end"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""No""]",2319,Bury,202310.36000000002
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [139], ""other"": {""Living room"": 441}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No""]",3477,Bolton,80772.23000000001
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 139, ""Other/Custom"": 167}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 110.04672897196262, ""Other/Custom"": 110.04672897196262}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""High-end""}}","[""Yes"", ""Yes""]",763,Stockport,47917.57
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 299, ""Other/Custom"": 235}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",1119,Stockport,51303.14
"[""Bedroom"", ""Bathroom""]",3,1,"{""bedrooms"": [275, 265, 267], ""bathrooms"": [124], ""other"": {}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [151], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""High-end""], ""bathrooms"": [""Budget-friendly""], ""other"": {}}","[""No"", ""No"", ""No"", ""Yes""]",2106,Bury,156953.78
"[""Bedroom"", ""Bathroom"", ""Living room""]",8,6,"{""bedrooms"": [248, 292, 290, 294, 261, 285, 250, 315], ""bathrooms"": [133, 137, 148, 123, 144, 129], ""other"": {""Living room"": 334}}","{""bedrooms"": [322, 0, 0, 0, 0, 322, 322, 0], ""bathrooms"": [0, 0, 151, 0, 0, 151], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""High-end"", ""Mid-range"", ""Budget-friendly"", ""High-end"", ""Mid-range"", ""High-end""], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""Budget-friendly"", ""High-end""], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""Yes"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""Yes"", ""No""]",4091,Tameside,631415.35
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,1,"{""bedrooms"": [273, 294, 242], ""bathrooms"": [112], ""other"": {""Living room"": 448}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [151], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""No"", ""Yes"", ""No""]",1516,Cheadle,139415.56
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [136], ""other"": {""Living room"": 402}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""Yes""]",1604,Salford,90846.33
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [131], ""other"": {""Kitchen"": 422}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""No""]",1558,Levenshulme,50033.880000000005
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",5,3,"{""bedrooms"": [294, 321, 264, 296, 251], ""bathrooms"": [118, 129, 128], ""other"": {""Other/Custom"": 407}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end"", ""High-end"", ""High-end"", ""High-end"", ""High-end""], ""bathrooms"": [""Mid-range"", ""High-end"", ""High-end""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3061,Bolton,383046.75000000006
"[""Bedroom"", ""Living room""]",3,0,"{""bedrooms"": [279, 312, 243], ""bathrooms"": [], ""other"": {""Living room"": 398}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No""]",2100,Stretford,155685.67
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [147], ""other"": {""Kitchen"": 425}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No""]",6193,Altrincham,76150.73999999999
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [92], ""other"": {""Living room"": 263}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No""]",1107,Chorlton,56873.59
"[""Bedroom"", ""Bathroom"", ""Living room""]",2,1,"{""bedrooms"": [300, 261], ""bathrooms"": [124], ""other"": {""Living room"": 376}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No""]",1690,Chorlton,152877.37
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,2,"{""bedrooms"": [244, 262, 279, 295], ""bathrooms"": [147, 132], ""other"": {""Living room"": 399}}","{""bedrooms"": [0, 0, 0, 322], ""bathrooms"": [0, 151], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Mid-range"", ""High-end""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""Yes"", ""No"", ""Yes"", ""No""]",2526,Tameside,297229.75
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",4,2,"{""bedrooms"": [278, 316, 260, 300], ""bathrooms"": [133, 111], ""other"": {""Kitchen"": 353}}","{""bedrooms"": [0, 0, 0, 322], ""bathrooms"": [0, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""Mid-range"", ""High-end""], ""bathrooms"": [""Mid-range"", ""High-end""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""No"", ""No"", ""Yes"", ""No"", ""No"", ""No""]",2074,Stretford,301349.56
"[""Full renovation""]",2,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1028}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""No""]",1028,Bury,103954.04000000001
"[""Bedroom"", ""Bathroom"", ""Living room""]",2,1,"{""bedrooms"": [222, 224], ""bathrooms"": [108], ""other"": {""Living room"": 289}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""Mid-range""], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No""]",1373,Chorlton,105560.3
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 345, ""Kitchen"": 426}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""High-end""}}","[""No"", ""No""]",1767,Salford,83082.71
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 371, ""Kitchen"": 353}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Budget-friendly""}}","[""No"", ""Yes""]",3420,Trafford,85280.5
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [109], ""other"": {""Living room"": 298}}","{""bedrooms"": [], ""bathrooms"": [101.97902097902099], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""No""]",1384,Chorlton,58273.66
"[""Bedroom"", ""Other/Custom""]",6,0,"{""bedrooms"": [307, 242, 244, 280, 256, 322], ""bathrooms"": [], ""other"": {""Other/Custom"": 386}}","{""bedrooms"": [0, 0, 0, 0, 322, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""Mid-range"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""Yes""]",3211,Oldham,277007.41000000003
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,2,"{""bedrooms"": [290, 256, 247], ""bathrooms"": [139, 142], ""other"": {""Living room"": 441}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [151, 0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""No"", ""Yes"", ""No"", ""No""]",1983,Stretford,236007.96000000002
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",5,3,"{""bedrooms"": [251, 263, 310, 296, 268], ""bathrooms"": [146, 144, 145], ""other"": {""Kitchen"": 399}}","{""bedrooms"": [322, 0, 0, 322, 322], ""bathrooms"": [0, 0, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end""], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""No"", ""No"", ""Yes"", ""Yes"", ""No"", ""No"", ""No"", ""No""]",3232,Oldham,379280.16000000003
"[""Bedroom"", ""Kitchen""]",1,0,"{""bedrooms"": [124], ""bathrooms"": [], ""other"": {""Kitchen"": 127}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Kitchen"": 95.79575596816976}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""Yes""]",540,Salford,49575.11
"[""Bedroom"", ""Bathroom""]",2,1,"{""bedrooms"": [225, 210], ""bathrooms"": [99], ""other"": {}}","{""bedrooms"": [0, 197.76456876456876], ""bathrooms"": [95.12587412587413], ""other"": {}}","{""bedrooms"": [""High-end"", ""Mid-range""], ""bathrooms"": [""Budget-friendly""], ""other"": {}}","[""No"", ""Yes"", ""Yes""]",1244,Salford,83318.39
"[""Bedroom"", ""Kitchen""]",4,0,"{""bedrooms"": [274, 306, 289, 296], ""bathrooms"": [], ""other"": {""Kitchen"": 319}}","{""bedrooms"": [0, 0, 0, 322], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""Yes"", ""No""]",2593,Oldham,199990.02000000002
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,2,"{""bedrooms"": [302, 275, 251], ""bathrooms"": [138, 146], ""other"": {""Living room"": 437}}","{""bedrooms"": [0, 0, 322], ""bathrooms"": [0, 0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [""Mid-range"", ""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""Yes"", ""No"", ""No"", ""No""]",1686,Chorlton,231300.69999999998
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [108], ""other"": {""Living room"": 275}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No""]",1370,Rochdale,51937.759999999995
"[""Bedroom"", ""Other/Custom""]",2,0,"{""bedrooms"": [187, 203], ""bathrooms"": [], ""other"": {""Other/Custom"": 288}}","{""bedrooms"": [0, 175.6853146853147], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes"", ""No""]",1096,Sale,76225.22
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [143], ""other"": {""Kitchen"": 392}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""Yes""]",2218,Salford,84222.86
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 441, ""Other/Custom"": 425}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",2573,Oldham,77752.99
"[""Bedroom"", ""Living room""]",6,0,"{""bedrooms"": [300, 287, 243, 308, 272, 306], ""bathrooms"": [], ""other"": {""Living room"": 303}}","{""bedrooms"": [322, 0, 0, 0, 322, 322], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""High-end"", ""Mid-range"", ""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""No"", ""No"", ""No"", ""Yes"", ""Yes"", ""No""]",3352,Bolton,306358.72000000003
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 323, ""Kitchen"": 314, ""Other/Custom"": 387}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No""]",3761,Prestwich,118238.65
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 439, ""Other/Custom"": 360}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No""]",1537,Chorlton,52598.28
"[""Bedroom"", ""Living room""]",2,0,"{""bedrooms"": [265, 300], ""bathrooms"": [], ""other"": {""Living room"": 348}}","{""bedrooms"": [322, 322], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""Yes"", ""No""]",1641,Trafford,141967.17
"[""Bedroom"", ""Other/Custom""]",7,0,"{""bedrooms"": [281, 295, 304, 248, 282, 275, 293], ""bathrooms"": [], ""other"": {""Other/Custom"": 392}}","{""bedrooms"": [0, 0, 0, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""Budget-friendly"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""Yes""]",4025,Prestwich,310622.32999999996
"[""Bedroom"", ""Living room""]",3,0,"{""bedrooms"": [310, 265, 305], ""bathrooms"": [], ""other"": {""Living room"": 320}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""No"", ""No""]",2141,Ashton-under-Lyne,159415.76
"[""Bedroom"", ""Other/Custom""]",3,0,"{""bedrooms"": [281, 271, 320], ""bathrooms"": [], ""other"": {""Other/Custom"": 427}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""No""]",1780,Didsbury,155505.98
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 298, ""Kitchen"": 282, ""Other/Custom"": 292}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 183.72027972027973, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""No"", ""No""]",1294,Manchester City Centre,87810.78
"[""Bedroom"", ""Kitchen""]",2,0,"{""bedrooms"": [236, 239], ""bathrooms"": [], ""other"": {""Kitchen"": 292}}","{""bedrooms"": [0, 0], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""No"", ""No""]",1392,Salford,77655.62
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,1,"{""bedrooms"": [272, 278, 296], ""bathrooms"": [136], ""other"": {""Living room"": 335}}","{""bedrooms"": [322, 0, 0], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""No"", ""No"", ""No"", ""No""]",2147,Manchester City Centre,200635.12000000002
"[""Bedroom"", ""Bathroom""]",6,3,"{""bedrooms"": [247, 289, 312, 248, 298, 244], ""bathrooms"": [124, 131, 127], ""other"": {}}","{""bedrooms"": [322, 0, 0, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""Mid-range"", ""Mid-range"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""Budget-friendly""], ""other"": {}}","[""Yes"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3737,Bolton,355793.82999999996
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [132], ""other"": {""Living room"": 321}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 301}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""Yes""]",3032,Oldham,88299.73999999999
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 361, ""Kitchen"": 424}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Budget-friendly""}}","[""No"", ""No""]",2623,Rochdale,75143.85
"[""Bedroom"", ""Bathroom""]",5,2,"{""bedrooms"": [291, 244, 270, 281, 279], ""bathrooms"": [150, 113], ""other"": {}}","{""bedrooms"": [0, 0, 0, 0, 322], ""bathrooms"": [0, 151], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""High-end"", ""Mid-range""], ""bathrooms"": [""Budget-friendly"", ""High-end""], ""other"": {}}","[""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""Yes""]",3026,Oldham,291717.07999999996
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [114], ""other"": {""Other/Custom"": 382}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""No""]",1670,Withington,96982.20000000001
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 428, ""Kitchen"": 421}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Mid-range""}}","[""No"", ""Yes""]",3070,Trafford,87607.36
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [150], ""other"": {""Other/Custom"": 433}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes""]",3709,Tameside,82153.42
"[""Bedroom"", ""Other/Custom""]",2,0,"{""bedrooms"": [298, 262], ""bathrooms"": [], ""other"": {""Other/Custom"": 445}}","{""bedrooms"": [0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""Yes""]",1618,Didsbury,126170.59
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 320, ""Other/Custom"": 369}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes""]",3264,Withington,87507.87
"[""Full renovation""]",2,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1524}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""Yes""]",1524,Salford,122303.81999999999
"[""Bedroom"", ""Bathroom"", ""Living room""]",6,3,"{""bedrooms"": [280, 280, 296, 294, 269, 250], ""bathrooms"": [118, 148, 135], ""other"": {""Living room"": 305}}","{""bedrooms"": [322, 0, 322, 0, 0, 0], ""bathrooms"": [151, 151, 0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Mid-range"", ""High-end"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""High-end""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""Yes"", ""Yes"", ""No"", ""No""]",4017,Wigan,416325.02
"[""Bedroom"", ""Bathroom""]",3,1,"{""bedrooms"": [259, 321, 291], ""bathrooms"": [149], ""other"": {}}","{""bedrooms"": [322, 0, 0], ""bathrooms"": [0], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""Mid-range""], ""bathrooms"": [""Budget-friendly""], ""other"": {}}","[""Yes"", ""No"", ""No"", ""No""]",2139,Stretford,158901.55
"[""Full renovation""]",6,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 3263}}","{""bedrooms"": [0, 0, 0, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""No""]",3263,Trafford,384589.18999999994
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [133], ""other"": {""Living room"": 309}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Living room"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""Yes""]",2173,Stretford,91687.54999999999
