renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,location,renovation_cost,pre_renovation_cost
"[""Bedroom"", ""Kitchen""]",1,0,"{""bedrooms"": [166], ""bathrooms"": [], ""other"": {""Kitchen"": 196}}","{""bedrooms"": [167.42056074766356], ""bathrooms"": [], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes"", ""No""]",1041,Stockport,54605.16,254139.12
"[""Bedroom"", ""Bathroom""]",2,1,"{""bedrooms"": [187, 206], ""bathrooms"": [102], ""other"": {}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""High-end""], ""bathrooms"": [""Budget-friendly""], ""other"": {}}","[""No"", ""No"", ""No""]",1150,Levenshulme,81611.57,289377.08
"[""Bedroom"", ""Living room""]",2,0,"{""bedrooms"": [210, 210], ""bathrooms"": [], ""other"": {""Living room"": 275}}","{""bedrooms"": [0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""No""]",1277,Didsbury,82767.64,342054.58
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [116], ""other"": {""Other/Custom"": 359}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No""]",7023,Altrincham,80495.55,2458907.83
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [129], ""other"": {""Living room"": 335}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""Yes""]",2292,Rochdale,81970.57,348850.78
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",2,1,"{""bedrooms"": [188, 206], ""bathrooms"": [99], ""other"": {""Kitchen"": 240}}","{""bedrooms"": [0, 176.43123543123542], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range""], ""bathrooms"": [""High-end""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""Yes"", ""No"", ""No""]",1101,Chorlton,120210.35,362100.13
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 306, ""Kitchen"": 319}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Budget-friendly""}}","[""No"", ""No""]",2812,Oldham,75143.85,529449.59
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [96], ""other"": {""Other/Custom"": 253}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 162.72027972027973}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes""]",1151,Sale,53885.25,398635.54
"[""Bedroom"", ""Bathroom""]",2,1,"{""bedrooms"": [235, 226], ""bathrooms"": [108], ""other"": {}}","{""bedrooms"": [212.981351981352, 212.981351981352], ""bathrooms"": [0], ""other"": {}}","{""bedrooms"": [""High-end"", ""Mid-range""], ""bathrooms"": [""Budget-friendly""], ""other"": {}}","[""Yes"", ""Yes"", ""No""]",1346,Manchester City Centre,85924.61,448953.72
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 268, ""Kitchen"": 264}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 154.05594405594405, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Budget-friendly""}}","[""Yes"", ""No""]",1092,Didsbury,47655.63,317333.01
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [122], ""other"": {""Living room"": 360}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No""]",3005,Prestwich,85514.08,705707.77
"[""Full renovation""]",3,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1663}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""No""]",1663,Ashton-under-Lyne,246636.53,335936.12
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [136], ""other"": {""Other/Custom"": 313}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No""]",2806,Oldham,88211.9,526649.25
"[""Bedroom"", ""Living room""]",6,0,"{""bedrooms"": [262, 314, 282, 244, 254, 278], ""bathrooms"": [], ""other"": {""Living room"": 304}}","{""bedrooms"": [0, 0, 322, 0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 301}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Mid-range"", ""Budget-friendly"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""Yes""]",3102,Bury,292257.91000000003,646724.4
"[""Bedroom"", ""Bathroom"", ""Living room""]",4,3,"{""bedrooms"": [257, 252, 302, 320], ""bathrooms"": [138, 143, 122], ""other"": {""Living room"": 432}}","{""bedrooms"": [322, 0, 0, 0], ""bathrooms"": [0, 151, 0], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [""High-end"", ""High-end"", ""High-end""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""No"", ""No"", ""No"", ""No"", ""Yes"", ""No"", ""No""]",2694,Tameside,345373.23,529021.03
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",3,2,"{""bedrooms"": [269, 253, 245], ""bathrooms"": [150, 148], ""other"": {""Kitchen"": 308}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [151, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [""High-end"", ""Budget-friendly""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""Yes"", ""No"", ""No""]",1560,Chorlton,168137.4,517984.64
"[""Bedroom"", ""Other/Custom""]",1,0,"{""bedrooms"": [202], ""bathrooms"": [], ""other"": {""Other/Custom"": 263}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No""]",1105,Bury,55557.100000000006,246795.92
"[""Bedroom"", ""Living room""]",2,0,"{""bedrooms"": [217, 234], ""bathrooms"": [], ""other"": {""Living room"": 281}}","{""bedrooms"": [0, 0], ""bathrooms"": [], ""other"": {""Living room"": 185.7762237762238}}","{""bedrooms"": [""Mid-range"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""Yes""]",1308,Chorlton,80508.62,423869.96
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [95], ""other"": {""Living room"": 246}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No""]",1090,Manchester City Centre,50502.91,394325.01
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 330, ""Other/Custom"": 328}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""No""]",1877,Cheadle,96346.77,551678.3
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 446, ""Kitchen"": 397}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Mid-range""}}","[""No"", ""No""]",2844,Tameside,74992.8,541939.84
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [169], ""bathrooms"": [], ""other"": {""Living room"": 194}}","{""bedrooms"": [0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No""]",942,Rochdale,44469.64,165266.21
"[""Full renovation""]",5,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 2843}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""No""]",2843,Oldham,299229.76,540207.54
"[""Bedroom"", ""Living room""]",6,0,"{""bedrooms"": [299, 277, 316, 295, 289, 297], ""bathrooms"": [], ""other"": {""Living room"": 430}}","{""bedrooms"": [0, 0, 322, 322, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""High-end"", ""Budget-friendly"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""Yes"", ""Yes"", ""No"", ""No"", ""No""]",3713,Wigan,294661.41,471872.5
"[""Bedroom"", ""Living room""]",2,0,"{""bedrooms"": [227, 232], ""bathrooms"": [], ""other"": {""Living room"": 243}}","{""bedrooms"": [0, 0], ""bathrooms"": [], ""other"": {""Living room"": 153.76223776223776}}","{""bedrooms"": [""Mid-range"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No"", ""Yes""]",1090,Didsbury,72318.06,295449.72
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",4,2,"{""bedrooms"": [302, 293, 262, 294], ""bathrooms"": [145, 121], ""other"": {""Kitchen"": 418}}","{""bedrooms"": [0, 0, 322, 0], ""bathrooms"": [0, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""High-end""], ""bathrooms"": [""Mid-range"", ""High-end""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No""]",2458,Cheadle,299393.4,745443.38
"[""Bedroom"", ""Living room""]",3,0,"{""bedrooms"": [260, 244, 259], ""bathrooms"": [], ""other"": {""Living room"": 328}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 301}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""No"", ""No"", ""Yes""]",1662,Ashton-under-Lyne,170006.72000000003,319930.72
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 433, ""Kitchen"": 405}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""High-end""}}","[""No"", ""No""]",1977,Rochdale,83643.54000000001,282642.62
"[""Full renovation""]",4,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 2015}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""No""]",2015,Stretford,261808.64999999997,508311.02
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [128], ""other"": {""Kitchen"": 382}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""No""]",2292,Prestwich,90347.24,548632.29
"[""Bedroom"", ""Other/Custom""]",4,0,"{""bedrooms"": [254, 274, 305, 321], ""bathrooms"": [], ""other"": {""Other/Custom"": 315}}","{""bedrooms"": [322, 322, 0, 322], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end"", ""High-end"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""Yes"", ""Yes"", ""No"", ""Yes"", ""No""]",2719,Oldham,228425.06,511635.02
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [135], ""other"": {""Kitchen"": 373}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes"", ""No""]",1894,Ashton-under-Lyne,91148.75,381187.96
"[""Bedroom"", ""Living room""]",8,0,"{""bedrooms"": [289, 272, 242, 302, 309, 301, 301, 317], ""bathrooms"": [], ""other"": {""Living room"": 371}}","{""bedrooms"": [322, 0, 0, 322, 0, 322, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""High-end"", ""Mid-range"", ""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""No"", ""No"", ""Yes"", ""No"", ""Yes"", ""No"", ""No"", ""No""]",4679,Prestwich,389136.25,1154240.6
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 336, ""Other/Custom"": 439}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""High-end""}}","[""No"", ""No""]",2949,Cheadle,78873.94,830804.15
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 128, ""Other/Custom"": 127}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No""]",709,Manchester City Centre,44783.28999999999,274630.3
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [78], ""other"": {""Living room"": 178}}","{""bedrooms"": [], ""bathrooms"": [69.67601246105919], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}","[""Yes"", ""No""]",814,Sale,43201.99,290323.02
"[""Bedroom"", ""Living room""]",4,0,"{""bedrooms"": [293, 311, 266, 313], ""bathrooms"": [], ""other"": {""Living room"": 421}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""High-end"", ""High-end"", ""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""No""]",1950,Stretford,205262.19,530749.61
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,1,"{""bedrooms"": [291, 294, 315], ""bathrooms"": [145], ""other"": {""Living room"": 423}}","{""bedrooms"": [322, 0, 0], ""bathrooms"": [151], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""No"", ""No"", ""Yes"", ""No""]",2177,Salford,206702.61,714899.46
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 308, ""Kitchen"": 368}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 301}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""High-end""}}","[""No"", ""Yes""]",1682,Prestwich,104284.91,405118.15
"[""Bedroom"", ""Other/Custom""]",2,0,"{""bedrooms"": [257, 261], ""bathrooms"": [], ""other"": {""Other/Custom"": 386}}","{""bedrooms"": [0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""High-end"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No""]",1703,Chorlton,121346.26,547594.89
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 396, ""Kitchen"": 329, ""Other/Custom"": 403}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 301, ""Kitchen"": 301, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""High-end""}}","[""Yes"", ""Yes"", ""No""]",6971,Altrincham,138227.61,2569081.06
"[""Bedroom"", ""Other/Custom""]",3,0,"{""bedrooms"": [261, 266, 254], ""bathrooms"": [], ""other"": {""Other/Custom"": 357}}","{""bedrooms"": [0, 0, 322], ""bathrooms"": [], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""No"", ""No"", ""Yes"", ""No""]",1688,Ashton-under-Lyne,173226.04000000004,324186.09
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [147], ""other"": {""Living room"": 387}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 301}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""Yes""]",2659,Cheadle,87140.98000000001,795857.78
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 414, ""Kitchen"": 313}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Mid-range""}}","[""No"", ""No""]",6836,Altrincham,80847.85,2465515.97
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [120], ""other"": {""Kitchen"": 413}}","{""bedrooms"": [], ""bathrooms"": [151], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""No""]",1888,Bury,84530.51000000001,370140.02
"[""Bedroom"", ""Living room""]",5,0,"{""bedrooms"": [289, 271, 307, 270, 244], ""bathrooms"": [], ""other"": {""Living room"": 415}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""Budget-friendly"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",2752,Cheadle,227772.15999999997,789132.59
"[""Bedroom"", ""Other/Custom""]",6,0,"{""bedrooms"": [301, 303, 284, 251, 315, 259], ""bathrooms"": [], ""other"": {""Other/Custom"": 365}}","{""bedrooms"": [0, 0, 0, 0, 0, 0], ""bathrooms"": [], ""other"": {""Other/Custom"": 301}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Mid-range"", ""High-end"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""Yes""]",3814,Tameside,290842.21,708475.38
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",4,2,"{""bedrooms"": [251, 259, 298, 274], ""bathrooms"": [126, 124], ""other"": {""Other/Custom"": 447}}","{""bedrooms"": [322, 0, 322, 0], ""bathrooms"": [151, 0], ""other"": {""Other/Custom"": 0}}","{""bedrooms"": [""Mid-range"", ""Mid-range"", ""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [""Mid-range"", ""High-end""], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""No"", ""Yes"", ""No"", ""Yes"", ""No"", ""No""]",2433,Rochdale,295981.8,378154.93
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [107], ""other"": {""Other/Custom"": 285}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Other/Custom"": 202.95804195804197}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes""]",1425,Salford,55069.34,478592.34
"[""Living room"", ""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 444, ""Kitchen"": 328}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""High-end""}}","[""No"", ""No""]",2572,Oldham,83082.71,495370.18
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [146], ""bathrooms"": [], ""other"": {""Living room"": 180}}","{""bedrooms"": [143.0841121495327], ""bathrooms"": [], ""other"": {""Living room"": 122.08411214953271}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""Yes""]",855,Levenshulme,49142.77,245625.51
"[""Bathroom"", ""Living room""]",0,1,"{""bedrooms"": [], ""bathrooms"": [147], ""other"": {""Living room"": 436}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Living room"": 0}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No""]",3644,Tameside,89244.17000000001,673070.39
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [149], ""other"": {""Kitchen"": 345}}","{""bedrooms"": [], ""bathrooms"": [0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""No""]",3618,Bolton,82224.89,733892.24
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 316, ""Kitchen"": 376, ""Other/Custom"": 308}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 0, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""No"", ""No""]",3755,Wigan,106092.46,510027.95
"[""Full renovation""]",3,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1865}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""No""]",1865,Trafford,227225.3,526048.83
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",4,2,"{""bedrooms"": [315, 251, 302, 268], ""bathrooms"": [139, 125], ""other"": {""Kitchen"": 418}}","{""bedrooms"": [0, 0, 322, 0], ""bathrooms"": [0, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Budget-friendly"", ""Mid-range""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No""]",2249,Ashton-under-Lyne,275287.71,440101.65
"[""Bedroom"", ""Living room""]",12,0,"{""bedrooms"": [283, 254, 289, 320, 241, 303, 317, 293, 256, 265, 320, 313], ""bathrooms"": [], ""other"": {""Living room"": 441}}","{""bedrooms"": [0, 0, 322, 0, 322, 322, 0, 322, 0, 0, 322, 0], ""bathrooms"": [], ""other"": {""Living room"": 0}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Mid-range"", ""High-end"", ""Mid-range"", ""High-end"", ""High-end"", ""High-end"", ""Mid-range"", ""High-end"", ""High-end"", ""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""Yes"", ""No"", ""Yes"", ""Yes"", ""No"", ""Yes"", ""No"", ""No"", ""Yes"", ""No"", ""No""]",7344,Altrincham,561750.85,2721102.52
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 433, ""Kitchen"": 405, ""Other/Custom"": 338}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 301, ""Kitchen"": 0, ""Other/Custom"": 0}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""High-end"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""No"", ""No""]",1542,Cheadle,91829.25,435638.98
"[""Bedroom"", ""Bathroom"", ""Kitchen""]",7,4,"{""bedrooms"": [274, 294, 297, 268, 248, 291, 278], ""bathrooms"": [123, 118, 138, 115], ""other"": {""Kitchen"": 420}}","{""bedrooms"": [0, 0, 322, 0, 322, 0, 0], ""bathrooms"": [0, 0, 0, 0], ""other"": {""Kitchen"": 0}}","{""bedrooms"": [""High-end"", ""High-end"", ""Mid-range"", ""High-end"", ""High-end"", ""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""High-end"", ""Budget-friendly"", ""Mid-range"", ""Mid-range""], ""other"": {""Kitchen"": ""Mid-range""}}","[""No"", ""No"", ""Yes"", ""No"", ""Yes"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No"", ""No""]",3569,Tameside,502601.91,675558.91
