renovation_type,bedrooms_to_reno,bathrooms_to_reno,sqft_renovated,sqft_to_add,material_grade,structural_changes,property_size,location,renovation_cost,pre_renovation_cost
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 297}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 285}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No""]",1258,Trafford,31913.64,490620.0
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 309, ""Kitchen"": 168, ""Other/Custom"": 275}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 122, ""Kitchen"": 157, ""Other/Custom"": 161}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""Yes""]",1398,Didsbury,81650.01999999999,440370.0
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 344, ""Other/Custom"": 243}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 79, ""Other/Custom"": 30}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""No""]",1250,Wigan,51547.28,223125.0
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",1,1,"{""bedrooms"": [186], ""bathrooms"": [85], ""other"": {""Other/Custom"": 253}}","{""bedrooms"": [107], ""bathrooms"": [50], ""other"": {""Other/Custom"": 296}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes"", ""No""]",1651,Bolton,122297.64,260032.5
"[""Full renovation""]",3,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1309}}","{""bedrooms"": [0, 0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 275}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""Yes""]",1635,Rochdale,200066.35,232987.5
"[""Bedroom"", ""Bathroom"", ""Other/Custom""]",1,3,"{""bedrooms"": [125], ""bathrooms"": [114, 83, 56], ""other"": {""Other/Custom"": 208}}","{""bedrooms"": [55], ""bathrooms"": [101, 10, 67], ""other"": {""Other/Custom"": 99}}","{""bedrooms"": [""High-end""], ""bathrooms"": [""Budget-friendly"", ""Mid-range"", ""Mid-range""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""Yes"", ""Yes"", ""Yes""]",1504,Stretford,138924.16999999998,372240.0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 409}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 368}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""Yes""]",2111,Altrincham,45775.42,753627.0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 92}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 161}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""No""]",880,Prestwich,27431.07,264000.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 241}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 113}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No""]",1003,Prestwich,23368.01,330990.0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 162}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 187}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No""]",1353,Tameside,28059.3,297660.0
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 250, ""Other/Custom"": 194}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 50, ""Other/Custom"": 278}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""No""]",1444,Wigan,65433.96000000001,257754.0
"[""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [78, 95, 107], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [24, 16, 76], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Mid-range"", ""Budget-friendly""], ""other"": {}}","[""Yes"", ""Yes"", ""Yes""]",2035,Trafford,119383.66,595237.5
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [108], ""other"": {""Kitchen"": 243}}","{""bedrooms"": [], ""bathrooms"": [76], ""other"": {""Kitchen"": 242}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly""], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""Yes""]",920,Altrincham,53561.85,328440.0
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 447, ""Kitchen"": 180, ""Other/Custom"": 154}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 135, ""Kitchen"": 89, ""Other/Custom"": 135}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Budget-friendly"", ""Kitchen"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""Yes""]",1088,Oldham,77455.72,163200.0
"[""Bedroom"", ""Kitchen""]",4,0,"{""bedrooms"": [106, 150, 198, 208], ""bathrooms"": [], ""other"": {""Kitchen"": 193}}","{""bedrooms"": [44, 172, 75, 48], ""bathrooms"": [], ""other"": {""Kitchen"": 41}}","{""bedrooms"": [""High-end"", ""Budget-friendly"", ""High-end"", ""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes"", ""Yes"", ""Yes"", ""No"", ""Yes""]",1511,Stretford,154202.84,373972.5
"[""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [39, 41, 51], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [39, 77, 108], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Mid-range"", ""Budget-friendly""], ""other"": {}}","[""Yes"", ""Yes"", ""No""]",1679,Trafford,108066.93,491107.5
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [187], ""bathrooms"": [], ""other"": {""Living room"": 390}}","{""bedrooms"": [184], ""bathrooms"": [], ""other"": {""Living room"": 130}}","{""bedrooms"": [""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""Yes""]",1797,Sale,85250.67,498667.5
"[""Living room"", ""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 191, ""Kitchen"": 165, ""Other/Custom"": 224}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 29, ""Kitchen"": 263, ""Other/Custom"": 181}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""No"", ""No"", ""Yes""]",1896,Sale,125731.41,526140.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 270}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 311}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""Yes""]",1662,Sale,48242.65,522699.0
"[""Bathroom"", ""Other/Custom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [101, 46], ""other"": {""Other/Custom"": 258}}","{""bedrooms"": [], ""bathrooms"": [55, 43], ""other"": {""Other/Custom"": 138}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Mid-range""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes"", ""Yes""]",867,Wigan,69521.63,154759.5
"[""Bedroom""]",2,0,"{""bedrooms"": [110, 147], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [77, 155], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {}}","[""No"", ""Yes""]",962,Rochdale,45212.07,155363.0
"[""Full renovation""]",5,2,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 798}}","{""bedrooms"": [0, 0, 0, 0, 0], ""bathrooms"": [0, 0], ""other"": {""Full renovation"": 29}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Mid-range""}}","[""Yes""]",1205,Prestwich,221718.69,271125.0
"[""Bedroom"", ""Other/Custom""]",3,0,"{""bedrooms"": [205, 129, 191], ""bathrooms"": [], ""other"": {""Other/Custom"": 137}}","{""bedrooms"": [34, 92, 64], ""bathrooms"": [], ""other"": {""Other/Custom"": 48}}","{""bedrooms"": [""Budget-friendly"", ""Mid-range"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""Yes"", ""Yes"", ""Yes""]",1192,Altrincham,113138.37,375480.0
"[""Bathroom"", ""Living room""]",0,3,"{""bedrooms"": [], ""bathrooms"": [90, 59, 37], ""other"": {""Living room"": 229}}","{""bedrooms"": [], ""bathrooms"": [26, 83, 71], ""other"": {""Living room"": 122}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly"", ""Budget-friendly""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""Yes"", ""Yes"", ""Yes""]",1361,Wigan,97285.7,214357.5
"[""Bedroom"", ""Bathroom""]",2,1,"{""bedrooms"": [148, 121], ""bathrooms"": [111], ""other"": {}}","{""bedrooms"": [82, 86], ""bathrooms"": [28], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly""], ""bathrooms"": [""Budget-friendly""], ""other"": {}}","[""Yes"", ""Yes"", ""Yes""]",1007,Oldham,66618.63,171190.0
"[""Bedroom"", ""Other/Custom""]",2,0,"{""bedrooms"": [127, 213], ""bathrooms"": [], ""other"": {""Other/Custom"": 176}}","{""bedrooms"": [87, 87], ""bathrooms"": [], ""other"": {""Other/Custom"": 58}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""Yes"", ""Yes""]",1181,Stretford,86785.89,292297.5
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 141, ""Other/Custom"": 225}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 64, ""Other/Custom"": 174}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes""]",1021,Didsbury,48813.78,364497.0
"[""Bedroom"", ""Living room""]",1,0,"{""bedrooms"": [194], ""bathrooms"": [], ""other"": {""Living room"": 402}}","{""bedrooms"": [67], ""bathrooms"": [], ""other"": {""Living room"": 107}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""No""]",1130,Stockport,56483.11,249730.0
"[""Living room""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 161}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 98}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range""}}","[""Yes""]",1639,Altrincham,37798.84,688380.0
"[""Bathroom"", ""Other/Custom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [85, 53], ""other"": {""Other/Custom"": 80}}","{""bedrooms"": [], ""bathrooms"": [50, 31], ""other"": {""Other/Custom"": 222}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly""], ""other"": {""Other/Custom"": ""Mid-range""}}","[""No"", ""Yes"", ""Yes""]",1084,Tameside,65097.98,202708.0
"[""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [63], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [7], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {}}","[""Yes""]",2222,Cheadle,46149.37,774367.0
"[""Full renovation""]",2,1,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 530}}","{""bedrooms"": [0, 0], ""bathrooms"": [0], ""other"": {""Full renovation"": 99}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""Yes""]",725,Withington,119469.32,174000.0
"[""Bedroom"", ""Kitchen""]",3,0,"{""bedrooms"": [153, 93, 165], ""bathrooms"": [], ""other"": {""Kitchen"": 155}}","{""bedrooms"": [193, 146, 0], ""bathrooms"": [], ""other"": {""Kitchen"": 4}}","{""bedrooms"": [""High-end"", ""High-end"", ""High-end""], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""Yes"", ""No"", ""Yes""]",1749,Stockport,178473.92,341055.0
"[""Bathroom"", ""Living room""]",0,3,"{""bedrooms"": [], ""bathrooms"": [37, 102, 87], ""other"": {""Living room"": 248}}","{""bedrooms"": [], ""bathrooms"": [89, 112, 3], ""other"": {""Living room"": 80}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""High-end"", ""High-end""], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""Yes"", ""No""]",1165,Chorlton,126614.47,349500.0
"[""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 174}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": 213}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes""]",1281,Oldham,32387.51,256200.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 312}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 267}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Mid-range""}}","[""No""]",1210,Bolton,32295.84,254100.0
"[""Bedroom"", ""Kitchen""]",1,0,"{""bedrooms"": [88], ""bathrooms"": [], ""other"": {""Kitchen"": 318}}","{""bedrooms"": [218], ""bathrooms"": [], ""other"": {""Kitchen"": 24}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""No"", ""Yes""]",1317,Didsbury,62889.68000000001,470169.0
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [53], ""other"": {""Other/Custom"": 204}}","{""bedrooms"": [], ""bathrooms"": [37], ""other"": {""Other/Custom"": 3}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Other/Custom"": ""High-end""}}","[""Yes"", ""Yes""]",1114,Rochdale,56873.59,179911.0
"[""Bedroom"", ""Living room""]",2,0,"{""bedrooms"": [220, 99], ""bathrooms"": [], ""other"": {""Living room"": 179}}","{""bedrooms"": [60, 51], ""bathrooms"": [], ""other"": {""Living room"": 334}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""Yes"", ""No"", ""No""]",1282,Prestwich,94107.61,288450.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 270}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 70}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""No""]",440,Manchester City Centre,30411.06,154000.0
"[""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [66, 88], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [38, 67], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Budget-friendly"", ""Budget-friendly""], ""other"": {}}","[""No"", ""Yes""]",1597,Stockport,48182.82,352937.0
"[""Living room"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 385, ""Other/Custom"": 269}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": 22, ""Other/Custom"": 132}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Living room"": ""Mid-range"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",713,Bolton,44350.95,149730.0
"[""Full renovation""]",4,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1318}}","{""bedrooms"": [0, 0, 0, 0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 116}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""High-end""}}","[""Yes""]",1661,Sale,315422.49,460927.5
"[""Full renovation""]",1,3,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": 1932}}","{""bedrooms"": [0], ""bathrooms"": [0, 0, 0], ""other"": {""Full renovation"": 255}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Full renovation"": ""Budget-friendly""}}","[""Yes""]",2156,Altrincham,197643.2,679140.0
"[""Bathroom"", ""Other/Custom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [114, 88], ""other"": {""Other/Custom"": 201}}","{""bedrooms"": [], ""bathrooms"": [52, 7], ""other"": {""Other/Custom"": 108}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""No"", ""Yes""]",1041,Ashton-under-Lyne,65648.03,190242.75
"[""Bathroom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [101], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [106], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {}}","[""No""]",796,Ashton-under-Lyne,21563.19,188254.0
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 203, ""Other/Custom"": 125}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 93, ""Other/Custom"": 58}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly"", ""Other/Custom"": ""Mid-range""}}","[""Yes"", ""Yes""]",1109,Chorlton,52229.149999999994,377060.0
"[""Bedroom"", ""Kitchen""]",1,0,"{""bedrooms"": [210], ""bathrooms"": [], ""other"": {""Kitchen"": 171}}","{""bedrooms"": [16], ""bathrooms"": [], ""other"": {""Kitchen"": 191}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""Yes"", ""Yes""]",715,Withington,56627.130000000005,194480.0
"[""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [118, 106, 59], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [113, 26, 93], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Budget-friendly"", ""High-end""], ""other"": {}}","[""Yes"", ""Yes"", ""No""]",1427,Sale,82934.54,395992.5
"[""Bathroom"", ""Other/Custom""]",0,1,"{""bedrooms"": [], ""bathrooms"": [46], ""other"": {""Other/Custom"": 175}}","{""bedrooms"": [], ""bathrooms"": [115], ""other"": {""Other/Custom"": 96}}","{""bedrooms"": [], ""bathrooms"": [""High-end""], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""No"", ""Yes""]",1043,Rochdale,48472.369999999995,168444.5
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,2,"{""bedrooms"": [99, 150, 95], ""bathrooms"": [79, 115], ""other"": {""Living room"": 329}}","{""bedrooms"": [44, 71, 130], ""bathrooms"": [12, 24], ""other"": {""Living room"": 24}}","{""bedrooms"": [""Budget-friendly"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [""Mid-range"", ""Budget-friendly""], ""other"": {""Living room"": ""Mid-range""}}","[""No"", ""No"", ""Yes"", ""Yes"", ""Yes"", ""No""]",1198,Altrincham,158967.37,377370.0
"[""Bedroom"", ""Other/Custom""]",1,0,"{""bedrooms"": [209], ""bathrooms"": [], ""other"": {""Other/Custom"": 161}}","{""bedrooms"": [143], ""bathrooms"": [], ""other"": {""Other/Custom"": 13}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",644,Manchester City Centre,43675.52,225400.0
"[""Bedroom"", ""Bathroom"", ""Living room""]",1,2,"{""bedrooms"": [199], ""bathrooms"": [111, 69], ""other"": {""Living room"": 323}}","{""bedrooms"": [189], ""bathrooms"": [49, 71], ""other"": {""Living room"": 86}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [""Budget-friendly"", ""Mid-range""], ""other"": {""Living room"": ""Budget-friendly""}}","[""No"", ""Yes"", ""No"", ""Yes""]",1169,Cheadle,103110.35,359467.5
"[""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [43, 82], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [44, 107], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""High-end""], ""other"": {}}","[""Yes"", ""Yes""]",909,Tameside,47307.09,169983.0
"[""Bedroom""]",3,0,"{""bedrooms"": [210, 146, 159], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [239, 43, 167], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {}}","[""No"", ""Yes"", ""Yes""]",1313,Bury,86697.45999999999,226492.5
"[""Bedroom""]",2,0,"{""bedrooms"": [121, 112], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [34, 111], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Mid-range"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""No""]",807,Stretford,44557.96,266310.0
"[""Bedroom"", ""Living room""]",4,0,"{""bedrooms"": [110, 207, 162, 135], ""bathrooms"": [], ""other"": {""Living room"": 354}}","{""bedrooms"": [7, 162, 102, 122], ""bathrooms"": [], ""other"": {""Living room"": 22}}","{""bedrooms"": [""High-end"", ""Mid-range"", ""Budget-friendly"", ""Budget-friendly""], ""bathrooms"": [], ""other"": {""Living room"": ""High-end""}}","[""No"", ""No"", ""No"", ""No"", ""No""]",1296,Ashton-under-Lyne,140271.66,208980.0
"[""Bedroom""]",2,0,"{""bedrooms"": [210, 163], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [129, 224], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly"", ""High-end""], ""bathrooms"": [], ""other"": {}}","[""Yes"", ""Yes""]",1500,Wigan,61697.100000000006,267750.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 294}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 81}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""Yes""]",1063,Sale,31742.02,393310.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 319}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 229}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""Yes""]",1886,Altrincham,53274.77,673302.0
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 202}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 289}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end""}}","[""Yes""]",840,Prestwich,40454.5,252000.0
"[""Kitchen"", ""Other/Custom""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 318, ""Other/Custom"": 173}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 1, ""Other/Custom"": 14}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""High-end"", ""Other/Custom"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",1734,Stretford,85099.95999999999,429165.0
"[""Bedroom"", ""Bathroom""]",1,1,"{""bedrooms"": [150], ""bathrooms"": [99], ""other"": {}}","{""bedrooms"": [152], ""bathrooms"": [54], ""other"": {}}","{""bedrooms"": [""Mid-range""], ""bathrooms"": [""Budget-friendly""], ""other"": {}}","[""Yes"", ""No""]",1705,Trafford,76213.13,498712.5
"[""Kitchen""]",0,0,"{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 324}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": 134}}","{""bedrooms"": [], ""bathrooms"": [], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""No""]",803,Bolton,22224.43,185493.0
"[""Bathroom""]",0,2,"{""bedrooms"": [], ""bathrooms"": [61, 77], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [52, 96], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""High-end"", ""Budget-friendly""], ""other"": {}}","[""No"", ""Yes""]",800,Levenshulme,43918.95,232000.0
"[""Bathroom""]",0,3,"{""bedrooms"": [], ""bathrooms"": [54, 37, 56], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [44, 98, 16], ""other"": {}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range"", ""Mid-range"", ""High-end""], ""other"": {}}","[""Yes"", ""Yes"", ""Yes""]",1193,Oldham,85647.2,178950.0
"[""Bathroom"", ""Kitchen""]",0,1,"{""bedrooms"": [], ""bathrooms"": [86], ""other"": {""Kitchen"": 295}}","{""bedrooms"": [], ""bathrooms"": [117], ""other"": {""Kitchen"": 314}}","{""bedrooms"": [], ""bathrooms"": [""Mid-range""], ""other"": {""Kitchen"": ""Budget-friendly""}}","[""Yes"", ""Yes""]",1288,Stockport,57613.619999999995,284648.0
"[""Bedroom"", ""Bathroom"", ""Living room""]",3,1,"{""bedrooms"": [219, 175, 81], ""bathrooms"": [58], ""other"": {""Living room"": 446}}","{""bedrooms"": [27, 61, 11], ""bathrooms"": [85], ""other"": {""Living room"": 29}}","{""bedrooms"": [""Mid-range"", ""High-end"", ""High-end""], ""bathrooms"": [""Budget-friendly""], ""other"": {""Living room"": ""Mid-range""}}","[""Yes"", ""No"", ""Yes"", ""No"", ""No""]",1391,Stockport,138952.74,271245.0
"[""Bedroom""]",1,0,"{""bedrooms"": [136], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [158], ""bathrooms"": [], ""other"": {}}","{""bedrooms"": [""Budget-friendly""], ""bathrooms"": [], ""other"": {}}","[""No""]",1096,Withington,24510.94,385792.0
